house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
835,,,150.0,"Titre Foncier d une surface de 150 m2 à Keur Massar Extension à coté du champ de Abdoulaye Wade. . Un lot de terrain disponible au niveau de Keur Massar Extension , à 20 mn du centre ville de Dakar et à 10 mn de Lac Rose . PHYSALIS , vous offre des parcelles viabilisées de 150 m² à 300 m² de superficie, livrables dans un délais maximum de 6 mois. Bénéficiez du confort et d'un cadre agréable, paisible et très accessible. Pour toutes autres informations contactez moi si vous le souhaitez.",,3,9
836,,,,"Nous vous proposons un jolie studio au quatrième étage avec ascenseur à liberté 6 dans un endroit calme et sécurisée avec gardien 24/24 il est constitué d’une chambre climatisée sdb, toilette, chauffe eau , TV chaînes câblées cuisine équipée, drap et serviettes propres et micro ondes .",,32,397
837,1.0,1.0,90.0,Studio chambre salon cuisine toilette à louer au virage avec une petite cour un patio. Entrée personnelle,,51,13
838,6.0,7.0,500.0,Belle grande villa meublée à louer à Sendou/yene,,64,148
839,6.0,7.0,500.0,Belle grande villa meublée à louer à Sendou.,,64,148
840,,,240.0,Terrain 240m2 commercial vendre aux almadies Page Facebook :Habitat square Immobilier,,36,19
841,3.0,3.0,200.0,Appartement 3 chambres salon parking cuisine équipée groupe électrogène buanderie,,36,13
842,1.0,1.0,,"L'hotel AMSY se trouve à cité keur guorgui, zone très accessible et sécurisée prés du supermarché Auchan. C'est un lieux confortable, accueillant et très accessible Nous mettons à la disposition de la clientèle des studios et appartements avec toutes les commodités y compris la climatisation. L'abonnement Canal, Wifi est à la disposition des clients et le ménage est assuré. Restaurant et Pâtisserie ouvert au client NB: petit déjeuner inclus Sans petit déjeuner à 30 000",,25,401
843,1.0,1.0,,"L'hotel AMSY se trouve à cité keur guorgui, zone très accessible et sécurisée prés du supermarché Auchan. C'est un lieux confortable, accueillant et très accessible Nous mettons à la disposition de la clientèle des studios et appartements avec toutes les commodités y compris la climatisation. L'abonnement Canal, Wifi est à la disposition des clients et le ménage est assuré. Restaurant et Pâtisserie ouvert au client NB: petit déjeuner inclus Sans petit déjeuner à 45 000",,25,401
844,,,225.0,"Nous vendons des lots de terrains qui se trouve à sandiara en face de la route sandiara-ndiaganiao, à 200m du port sec malien de sandiara et aussi à 200m de l'école franco arabe que les turques construisent à sandiara. C'est des terrains de 225m2. Pour le prix merci de me contacter.",,145,402
845,,,10.0,"Bonjour , je mets en vente un terrain de 1 hectare bail situé derrière le centre de conférence Abdou Diouf. Le produit est bien placé en bordure de route me contacter pour plus d'info . LE PRIX EST NÉGOCIABLE DANS LA LIMITE DU RAISONNABLE.",,9,403
846,2.0,1.0,150.0,A vendre une belle villa basse titre foncier à la cité doudou basse ( Cité fermée) trés accessible à la sortie 10 du péage c est composée de 2 grandes chambres une très grande cuisine salle de bain toilette visiteur et entrée garage cour arrière vraiment les pièces sont grandes,,9,72
847,27.0,20.0,164.0,Immeuble à vendre R+4 angle aux maristes avec un bon rendement locatif constitué de 09 appartements de 02 chambres salon et 2 magasins.,,19,13
848,4.0,5.0,200.0,"Appartement à vendre aux Mamelles. Il est composé de 3 chambres avec chacune sa salle de bain, une dependance domestique un grand salon avec balcon , une cuisine équipée, une toilette visiteur, une buanderie.",,22,283
849,,,2.031,Terrain Commercial en Bordure de route à Fann Résidence à vendre d'une superficie de 2031 m2 idéal pour un investissement. Contactez nous pour plus d'informations.,,21,283
850,,,,Immeuble R +3 à louer aux almadies constitué de 08 appartements 3 chambres salon parking sous-sol. Pour plus d'informations n'hésitez pas à nous contacter.,,10,13
851,1.0,1.0,50.0,"Bonjour, nous mettons des chambres ventilées ou climatisées meublées avec sdb TV avec des chaînes câblé dans un endroit calme et sécurisé à liberté 5. Pour tout info contacter nous par téléphone.",,72,404
852,,,,"deux minutes des Almadies, à 10min du monument de la Renaissance et à 20min centre ville avec vue sur mer, serviette et drap propre femme de ménage disponible tous les jours. Restauration sur place.",,62,404
853,,,,"Bonjour, nous mettons des chambres Sdb avec ou sans baignoire, climatisées meublées grand standing avec ou sans balcon chauffe eau cuisine équipée dans un endroit calme et sécurisé. Déjeuner et dîner à la demande, pour tout info contacter nous par tel ou par téléphone",,62,404
854,,,,bonjour je loue des chambres meublées à la foire dans un endroit calme et accessible. les chambres sont composées d'une salle de bain ou toilette individuelle climatisées ou ventilée TV avec chaine canal wifi gratuit accès cuisine bien équipée d'un frigo micro onde gazière et ustensiles...femme de ménage chaque jours sauf dimanche Autres services comme linge restauration ou massage à la demande. pour plus d'info ou photo contacter moi par watsap. merci NB: le prix afficher est celui des chambres ventilée je loue aussi des studio et des appartements,,24,405
855,1.0,2.0,90.0,"Studio meublé d'une très grande chambre avec salle de bain, un très grand salon, espace familiale, toilettes visiteurs, cuisine, petite cour, wifi, femme de ménage 3fois dans la semaine, gardiennage h 24, camera de surveillance, dans un secteur très calme, au rdc. Location longue durée seulement.",,22,407
856,4.0,6.0,400.0,Appartement à louer à mermoz au quatrième et dernier étage 4 chambres salon salle à manger très grande terrasse 4 salles de bains toilette visiteur sur 400 mètres carrés,,29,13
857,3.0,4.0,204.0,Appartement neuf à louer aux almadies constitué de 3 chambres salon parking sous-sol cuisine équipée groupe électrogène ascenseur piscine salle de gymnastique au cinquième étage,,36,13
858,1.0,2.0,,"Appart meublé à Sipres Mourtada 2, Vacances ou Télétravail",,31,155
859,,,150.0,Bureau à louer à ngor virage zone calme accessible est goudronner composer de 3 chambre salon 2 salle de bain cuisine équipée toilt ext espace familiale avec parking sous sol pishine et gardiennage h24 à 1000 000f le mois,,10,68
860,3.0,3.0,200.0,Standing appartement à louer aux almadie zone calme accessible composer de 3 chambre salon 3 salle de bain cuisine toilt ext espace familiale avec ascenseur parking sous sol et gardiennage h24 à 1500 000f le mois.,,36,68
861,,,100.0,Bureau à louer sur la vdn en bordure de route zone commercial composé de 2 chambre salon salle de bain cuisine toilt ext espace à 400 000f ttc.,,47,68
862,3.0,4.0,200.0,bonjour je dispose un appartement avec vue sur mer de trois chambres salon cuisine climatiseurs chauffe eau pla card espace extérieur avec une belle finition; l'appartement se trouve a Mermoz du cote de la corniche appeler whaterfront avec parking sous terrains a Dakar au Sénégal,,29,408
863,5.0,5.0,500.0,"Bonjour j'ai une grande villa de cinq cent mètres carrés qui va se libérer à fan résidence elle est bien placé pour un ambassade, entreprises, ONG école, où habitants, elle à une grand jardin, piscines ,les arbustes avec une belle finition. Les visites sur rendez vous",,21,408
864,3.0,4.0,200.0,"Bonjour, Je dispose d'une villa qui va se libérer fin juillet avec possibilité de visiter et de finaliser; elle est louée avec tous les meubles. La villa se trouve aux mamelles à quelque mètre de la pharmacie Atlantic. Elle est composée de trois chambres, salon avec un espace extérieur, toutes les chambres ont un lit matelas, climatiseur, chauffe eau, deux cuisines, terrasse privée; la cuisine est dotée d'une cuisinière, gazinière, micro onde etc...à Dakar au Sénégal.",,22,408
865,4.0,6.0,500.0,"Bonjour j'ai une villa qui vient de se libérer au mamelles, elle fait presque cinq cents mètres carrés elle a deux cuisine deux salons un bar quatre chambres une dépendance domestiques piscine espace arrière climatisation placard d'en toute les chambres eau parking groupe électrogène à quel que minutes des Almadies, non loin du lycée Française jean Mermoz, elle n'ai pas loin de la pharmacie Atlantic avec une belle finition à Dakar au Sénégal",,22,408
866,2.0,1.0,120.0,"Loue cet appartement très joli avec une petite terrasse composé de 2 chambres, une salle de bain, WC, cuisine équipée avec fourre placard dans une résidence avec un grand jardin et une grande piscine.",,21,238
867,9.0,3.0,180.0,"Villa R+1 angle à vendre Yeumbeul route de Boune à moins de 50 m de la route principale .Composée au rdc de 4 chambres , 1 salon , 1 magasin ,1sdb , toilettes publiques .Au 1e étage nous avons 5 chambres , 1 salon 2 sdb, toilettes publiques, petit magasin.Surface 180 m² papiers TF global",,146,2
868,7.0,1.0,450.0,"Maison à vendre, située dans un très beau quartier de LOUGA (Médina Salam). Avantages: Eau + électricité, sablonneux rendant plus facile tout projet de construction. Possibilités: reconstruction ou habitation selon la volonté de l'acheteur. Document légal: Récépissé d'attribution de parcelle + plan d'urbanisme Autres: vidéo disponible pour plus de détails.",,147,409
869,2.0,2.0,,Titre Foncier Individuel 5 min de la route de l'Aéroport,,39,410
870,,,,Belle villa R+1 à vendre cite aliou sow golf très accessible en deuxième position de la route 03chambres+salon+cuisine+garage Page Facebook :Habitat square Immobilier,,18,19
871,,,,Villa R+3 neuf à vendre liberté 6 : 01 Triplex + 03chambres+salon+cuisine Page Facebook :Habitat square Immobilier,,32,19
872,,,180.0,Villa R+1 commerciale à vendre sacre coeur bordure de route : 180m2 TF Page Facebook :Habitat square Immobilier,,46,19
873,1.0,2.0,140.0,"Bonjour je dispose des studios à louer au mamelles a la cite mbakioufay pour des personnes responsables, le studio est composé d'une chambre salon cuisine deux douches au rez-de-chaussée, premier, deuxième et troisième étage neuf jamais habiter avec des balcons bien lumineux espace famille avec un service de gardiennage 24/24 à Dakar au Sénégal",,22,408
874,,,,Nous mettons à votre dispositions de jolies chambres meublées situées à 50 mètres de la mer aux HLM grand Médine unité 15. NB: Nuitée minimum 3,,35,236
875,5.0,8.0,,"Description Facilement accessible dans un quartier résidentiel, cette belle demeure ultra sécurisée est idéale pour une famille ou pour une activité professionnelle.",,22,221
876,,,583.0,Terrain 583m2 TF à vendre aux almadies très bien placé zone résidence Page Facebook :Habitat square Immobilier,,36,19
877,4.0,5.0,700.0,"Au sommet d'un immeuble neuf de 10 étages, cet appartement est le logement idéal pour un ambassadeur ou un DG de société dont les fonctions comprennent un besoin d'espace de réception. En effet, l'appartement est composé comme suit : Au 9e étage sur 375m2 :",,21,221
878,3.0,3.0,175.0,"Magnifique appartement comportant : 3 chambres salon avec une vue sur mer imprenable et sans vis à vis dans un immeuble neuf de haut standing aux normes européennes idéalement placé à Fann Mermoz. Doté d'un balcon-terrasse filant du salon jusqu'à la chambre parentale, face à la mer, cet appartement situé au 8ème étage dispose d'un parking souterrain dans cet immeuble de 10 étages comprenant deux escaliers, deux ascenseurs (1,8m/seconde), une sécurité 24/7, colonne anti-incendie, surveillance vidéo.",,21,221
879,3.0,4.0,350.0,"Bonjour, Dans une résidence neuve aux Almadies dans la zone derrière la BICIS à 15 secondes de la Corniche ouest, 2 minutes de la route du King Fahd, un tout nouvel immeuble de standing vient d'ouvrir ses portes. A louer un superbe penthouse au dernier étage composé de :",,36,221
880,4.0,5.0,750.0,"Bonjour, Idéale pour famille ou staff house cette villa de 750m2 habitable, dont 150m2 de terrasse en roftop est dotée de",,68,221
881,6.0,6.0,600.0,"Facilement accessible dans un quartier résidentiel, cette belle demeure ultra sécurisée est idéale pour une famille ou pour une activité professionnelle.",,22,221
882,6.0,,,Belle villa R+1 à louer ouest foire : 06chambres+salon+salle àmanger+02cuisines+03salles de bain+02salles d'eau+toilette visiteur+débarras+garage+ 02cours+réservoir d'eau,,31,19
883,3.0,3.0,200.0,Nous mettons en location à fan résidence une duplex de 3 chambre salons de haut standing niveau (rdc et première étage avec jardin privé ) salons salle à manger jardin en face du salon cuisine entièrement équipée picine les chambres sont aux niveaux premier étage le duplex se situe dans une résidence bien sécurisé sécurité 24heur sur 24,,21,193
884,3.0,4.0,650.0,"Une très jolie villa meublé à vendre à Saly lagune zone résidentielle à 2min de la plage et à 5 min des commerces composée de: 3 chambres climatisées avec chacune salle de bain 1 grand salon avec salle à manger 1 cuisine fermée 1 piscine 1 local extérieur pour le personnel avec salle de bain Superficie: 650 m2, 180 m2 habitable.",,7,414
885,,,200.0,"CISSE IMMO met à VENDRE/ SPLENDIDE VILLA MODERNE TOUTE NEUVE À MBAO BAOBAB* Villa de 200 m2, Titre Foncier individuel, R+2 située à grand Mbao cité baobab.",,2,415
886,4.0,3.0,356.0,À vendre 1 maison de 356 m2 au mamelle derrière la pharmacie atlantique très intéressante pour 1 projet avec 1 surplus de 100 m2 c’est 1 villa basse très résidentielle accessible titre foncier global vente devant 1 notaire,,22,67
887,4.0,2.0,300.0,"Une maison R+1, d'une superficie de 300m2 a vendre a Dakar quartier liberté 6extension pas loin de Auchan papiers titre foncier individuelle déjà acquis. Au rez de chaussée nous avons un grand salon cuisine et toilette visiteur et au premier nous avons 4 chambres dont les 2 ont des salles de bain et toilette extérieur.",,53,416
888,6.0,,,Belle villa piscine vue sur mer à vendre cité Djily mbaye : 06chambre+salon+cuisine+piscine+vue sur mer Page Facebook :Habitat square Immobilier,,98,19
889,,,320.0,Entrepôt de 320m2 à louer à Dalifort 6 mètres de haut devant et 7metres de haut derrière. Entièrement fermé avec une double porte métallique de 5 mètres de haut bien sécurisé. Zone industrielle très accessible aux camions et conteneurs. Pour activités d’entreposage ou activités industrielles.,,119,229
890,11.0,6.0,150.0,"Immeuble de luxe R + 3 en bordure de route avec sous sol et garage à louer aux MAMELLES. Location en entier pour BUREAUX, ÉCOLE, ECOLE DE FORMATION ou INSTITUT PROFESSIONNELLE, CLINIQUE ou ONG ou LOCATION HABITATION EN ENTIER.",,22,419
891,5.0,,,"⭐ Visite virtuelle disponible sur demande⭐ Nous vous proposons à la location meublé et longue durée à Ngaparou - Saly. Magnifique villa en domaine privé situé derrière le golf de Saly. Elle se compose de 5 chambres, 4 salles d'eau + une douche à ciel ouvert. Venez vite visiter ce petit paradis ! Calme et confort garantie",,7,8
